layout,gset,dset,pmethod,n_process,time
GDZ,1,8,sweep,8,17.83
GDZ,1,8,sweep,16,10.69
GDZ,1,8,sweep,32,7.82
GDZ,1,8,sweep,64,5.82
GDZ,1,8,sweep,128,5.45
GDZ,1,8,bj,1,128.20
GDZ,1,8,bj,2,60.95
GDZ,1,8,bj,4,31.37
GDZ,1,8,bj,8,21.63
GDZ,1,8,bj,16,9.14
GDZ,1,8,bj,32,5.78
GDZ,1,8,bj,64,3.80
GDZ,1,8,bj,128,2.89
GDZ,1,16,sweep,1,128.69
GDZ,1,16,sweep,2,61.28
GDZ,1,16,sweep,4,32.20
GDZ,1,16,sweep,8,17.22
GDZ,1,16,sweep,16,9.99
GDZ,1,16,sweep,32,6.67
GDZ,1,16,sweep,64,4.86
GDZ,1,16,sweep,128,3.95
GDZ,1,16,bj,1,130.30
GDZ,1,16,bj,2,63.01
GDZ,1,16,bj,4,32.83
GDZ,1,16,bj,8,19.48
GDZ,1,16,bj,16,11.16
GDZ,1,16,bj,32,6.41
GDZ,1,16,bj,64,4.25
GDZ,1,16,bj,128,3.30
GDZ,1,32,sweep,1,131.43
GDZ,1,32,sweep,2,71.38
GDZ,1,32,sweep,4,32.53
GDZ,1,32,sweep,8,17.53
GDZ,1,32,sweep,16,10.06
GDZ,1,32,sweep,32,7.18
GDZ,1,32,sweep,64,4.62
GDZ,1,32,sweep,128,3.45
GDZ,1,32,bj,1,134.60
GDZ,1,32,bj,2,66.05
GDZ,1,32,bj,4,33.68
GDZ,1,32,bj,8,17.97
GDZ,1,32,bj,16,10.74
GDZ,1,32,bj,32,7.56
GDZ,1,32,bj,64,4.95
GDZ,1,32,bj,128,4.04
GDZ,2,8,sweep,1,129.37
GDZ,2,8,sweep,2,62.90
GDZ,2,8,sweep,4,34.50
GDZ,2,8,sweep,8,17.07
GDZ,2,8,sweep,16,9.64
GDZ,2,8,sweep,32,7.46
GDZ,2,8,sweep,64,4.83
GDZ,2,8,sweep,128,4.01
GDZ,2,8,bj,1,129.36
GDZ,2,8,bj,2,61.68
GDZ,2,8,bj,4,31.46
GDZ,2,8,bj,8,16.96
GDZ,2,8,bj,16,9.40
GDZ,2,8,bj,32,6.23
GDZ,2,8,bj,64,4.09
GDZ,2,8,bj,128,3.13
GDZ,2,16,sweep,1,128.89
GDZ,2,16,sweep,2,61.46
GDZ,2,16,sweep,4,31.72
GDZ,2,16,sweep,8,17.00
GDZ,2,16,sweep,16,9.48
GDZ,2,16,sweep,32,6.12
GDZ,2,16,sweep,64,9.26
GDZ,2,16,sweep,128,4.29
GDZ,2,16,bj,1,133.22
GDZ,2,16,bj,2,63.77
GDZ,2,16,bj,4,32.44
GDZ,2,16,bj,8,17.40
GDZ,2,16,bj,16,10.11
GDZ,2,16,bj,32,7.22
GDZ,2,16,bj,64,4.80
GDZ,2,16,bj,128,3.71
GDZ,2,32,sweep,1,131.68
GDZ,2,32,sweep,2,63.38
GDZ,2,32,sweep,4,32.54
GDZ,2,32,sweep,8,17.36
GDZ,2,32,sweep,16,10.11
GDZ,2,32,sweep,32,6.62
GDZ,2,32,sweep,64,4.73
GDZ,2,32,sweep,128,3.31
GDZ,2,32,bj,1,138.50
GDZ,2,32,bj,2,67.33
GDZ,2,32,bj,4,34.36
GDZ,2,32,bj,8,19.14
GDZ,2,32,bj,16,11.90
GDZ,2,32,bj,32,13.89
GDZ,2,32,bj,64,6.15
GDZ,2,32,bj,128,4.95
GDZ,4,8,sweep,1,127.27
GDZ,4,8,sweep,2,61.25
GDZ,4,8,sweep,4,31.51
GDZ,4,8,sweep,8,17.84
GDZ,4,8,sweep,16,9.27
GDZ,4,8,sweep,32,5.96
GDZ,4,8,sweep,64,4.49
GDZ,4,8,sweep,128,3.42
GDZ,4,8,bj,1,130.59
GDZ,4,8,bj,2,62.39
GDZ,4,8,bj,4,32.12
GDZ,4,8,bj,8,17.24
GDZ,4,8,bj,16,9.94
GDZ,4,8,bj,32,6.69
GDZ,4,8,bj,64,4.52
GDZ,4,8,bj,128,3.68
GDZ,4,16,sweep,1,129.08
GDZ,4,16,sweep,2,61.52
GDZ,4,16,sweep,4,31.61
GDZ,4,16,sweep,8,16.86
GDZ,4,16,sweep,16,9.34
GDZ,4,16,sweep,32,6.06
GDZ,4,16,sweep,64,3.85
GDZ,4,16,sweep,128,3.10
GDZ,4,16,bj,1,135.79
GDZ,4,16,bj,2,65.38
GDZ,4,16,bj,4,33.66
GDZ,4,16,bj,8,18.31
GDZ,4,16,bj,16,11.28
GDZ,4,16,bj,32,8.32
GDZ,4,16,bj,64,10.80
GDZ,4,16,bj,128,4.54
GDZ,4,32,sweep,1,131.33
GDZ,4,32,sweep,2,63.46
GDZ,4,32,sweep,4,32.50
GDZ,4,32,sweep,8,17.47
GDZ,4,32,sweep,16,9.97
GDZ,4,32,sweep,32,6.57
GDZ,4,32,sweep,64,4.06
GDZ,4,32,sweep,128,2.94
GDZ,4,32,bj,1,145.06
GDZ,4,32,bj,2,70.26
GDZ,4,32,bj,4,36.38
GDZ,4,32,bj,8,20.76
GDZ,4,32,bj,16,14.23
GDZ,4,32,bj,32,11.49
GDZ,4,32,bj,64,8.17
GDZ,4,32,bj,128,6.69
GDZ,8,8,sweep,1,127.14
GDZ,8,8,sweep,2,60.86
GDZ,8,8,sweep,4,31.39
GDZ,8,8,sweep,8,16.88
GDZ,8,8,sweep,16,9.21
GDZ,8,8,sweep,32,5.79
GDZ,8,8,sweep,64,3.85
GDZ,8,8,sweep,128,3.03
GDZ,8,8,bj,1,135.28
GDZ,8,8,bj,2,64.80
GDZ,8,8,bj,4,33.24
GDZ,8,8,bj,8,18.20
GDZ,8,8,bj,16,11.13
GDZ,8,8,bj,32,8.37
GDZ,8,8,bj,64,5.80
GDZ,8,8,bj,128,4.53
GDZ,8,16,sweep,1,128.75
GDZ,8,16,sweep,2,61.58
GDZ,8,16,sweep,4,31.57
GDZ,8,16,sweep,8,16.94
GDZ,8,16,sweep,16,9.56
GDZ,8,16,sweep,32,5.90
GDZ,8,16,sweep,64,3.90
GDZ,8,16,sweep,128,2.93
GDZ,8,16,bj,1,142.64
GDZ,8,16,bj,2,68.71
GDZ,8,16,bj,4,35.84
GDZ,8,16,bj,8,20.26
GDZ,8,16,bj,16,13.59
GDZ,8,16,bj,32,10.93
GDZ,8,16,bj,64,7.85
GDZ,8,16,bj,128,6.76
GDZ,8,32,sweep,1,131.32
GDZ,8,32,sweep,2,63.43
GDZ,8,32,sweep,4,32.80
GDZ,8,32,sweep,8,17.41
GDZ,8,32,sweep,16,9.96
GDZ,8,32,sweep,32,6.77
GDZ,8,32,sweep,64,3.60
GDZ,8,32,sweep,128,3.05
GDZ,8,32,bj,1,154.33
GDZ,8,32,bj,2,77.57
GDZ,8,32,bj,4,40.90
GDZ,8,32,bj,8,24.51
GDZ,8,32,bj,16,19.20
GDZ,8,32,bj,32,17.58
GDZ,8,32,bj,64,12.57
GDZ,8,32,bj,128,11.06
GDZ,16,8,sweep,1,127.03
GDZ,16,8,sweep,2,60.93
GDZ,16,8,sweep,4,32.34
GDZ,16,8,sweep,8,16.68
GDZ,16,8,sweep,16,9.18
GDZ,16,8,sweep,32,5.91
GDZ,16,8,sweep,64,3.72
GDZ,16,8,sweep,128,3.09
GDZ,16,8,bj,1,140.90
GDZ,16,8,bj,2,68.83
GDZ,16,8,bj,4,35.02
GDZ,16,8,bj,8,19.95
GDZ,16,8,bj,16,13.36
GDZ,16,8,bj,32,10.59
GDZ,16,8,bj,64,7.83
GDZ,16,8,bj,128,6.61
GDZ,16,16,sweep,1,130.56
GDZ,16,16,sweep,2,62.33
GDZ,16,16,sweep,4,31.44
GDZ,16,16,sweep,8,16.88
GDZ,16,16,sweep,16,9.26
GDZ,16,16,sweep,32,5.63
GDZ,16,16,sweep,64,3.69
GDZ,16,16,sweep,128,3.28
GDZ,16,16,bj,1,152.49
GDZ,16,16,bj,2,75.74
GDZ,16,16,bj,4,39.57
GDZ,16,16,bj,8,23.85
GDZ,16,16,bj,16,18.77
GDZ,16,16,bj,32,15.86
GDZ,16,16,bj,64,12.73
GDZ,16,16,bj,128,11.21
GDZ,16,32,sweep,1,132.15
GDZ,16,32,sweep,2,64.76
GDZ,16,32,sweep,4,32.22
GDZ,16,32,sweep,8,17.02
GDZ,16,32,sweep,16,9.34
GDZ,16,32,sweep,32,5.91
GDZ,16,32,sweep,64,4.07
GDZ,16,32,sweep,128,8.10
GDZ,16,32,bj,1,178.74
GDZ,16,32,bj,2,93.27
GDZ,16,32,bj,4,48.73
GDZ,16,32,bj,8,33.24
GDZ,16,32,bj,16,29.06
GDZ,16,32,bj,32,27.09
GDZ,16,32,bj,64,22.49
GDZ,16,32,bj,128,20.96
GDZ,32,8,sweep,1,128.25
GDZ,32,8,sweep,2,61.40
GDZ,32,8,sweep,4,30.97
GDZ,32,8,sweep,8,16.67
GDZ,32,8,sweep,16,9.21
GDZ,32,8,sweep,32,5.72
GDZ,32,8,sweep,64,3.80
GDZ,32,8,sweep,128,2.92
GDZ,32,8,bj,1,150.17
GDZ,32,8,bj,2,74.92
GDZ,32,8,bj,4,39.89
GDZ,32,8,bj,8,24.52
GDZ,32,8,bj,16,18.41
GDZ,32,8,bj,32,16.25
GDZ,32,8,bj,64,12.68
GDZ,32,8,bj,128,10.94
GDZ,32,16,sweep,1,128.89
GDZ,32,16,sweep,2,61.61
GDZ,32,16,sweep,4,31.42
GDZ,32,16,sweep,8,16.88
GDZ,32,16,sweep,16,9.16
GDZ,32,16,sweep,32,5.68
GDZ,32,16,sweep,64,3.56
GDZ,32,16,sweep,128,4.17
GDZ,32,16,bj,1,174.91
GDZ,32,16,bj,2,90.79
GDZ,32,16,bj,4,47.55
GDZ,32,16,bj,8,31.81
GDZ,32,16,bj,16,28.39
GDZ,32,16,bj,32,27.47
GDZ,32,16,bj,64,22.77
GDZ,32,16,bj,128,19.80
GDZ,32,32,sweep,1,127.87
GDZ,32,32,sweep,2,63.02
GDZ,32,32,sweep,4,32.18
GDZ,32,32,sweep,8,16.96
GDZ,32,32,sweep,16,9.26
GDZ,32,32,sweep,32,5.79
GDZ,32,32,sweep,64,4.03
GDZ,32,32,sweep,128,3.52
GDZ,32,32,bj,1,222.82
GDZ,32,32,bj,2,127.77
GDZ,32,32,bj,4,66.53
GDZ,32,32,bj,8,48.46
GDZ,32,32,bj,16,49.18
GDZ,32,32,bj,32,51.75
GDZ,32,32,bj,64,43.29
GDZ,32,32,bj,128,38.14
GDZ,64,8,sweep,1,125.40
GDZ,64,8,sweep,2,65.49
GDZ,64,8,sweep,4,31.54
GDZ,64,8,sweep,8,17.02
GDZ,64,8,sweep,16,9.31
GDZ,64,8,sweep,32,5.65
GDZ,64,8,sweep,64,3.80
GDZ,64,8,sweep,128,3.20
GDZ,64,8,bj,1,172.58
GDZ,64,8,bj,2,89.95
GDZ,64,8,bj,4,47.75
GDZ,64,8,bj,8,31.98
GDZ,64,8,bj,16,28.80
GDZ,64,8,bj,32,27.36
GDZ,64,8,bj,64,22.59
GDZ,64,8,bj,128,20.16
GDZ,64,16,sweep,1,125.54
GDZ,64,16,sweep,2,61.16
GDZ,64,16,sweep,4,32.42
GDZ,64,16,sweep,8,17.11
GDZ,64,16,sweep,16,9.37
GDZ,64,16,sweep,32,6.03
GDZ,64,16,sweep,64,4.34
GDZ,64,16,sweep,128,4.88
GDZ,64,16,bj,1,219.35
GDZ,64,16,bj,2,121.31
GDZ,64,16,bj,4,66.44
GDZ,64,16,bj,8,48.56
GDZ,64,16,bj,16,49.79
GDZ,64,16,bj,32,51.45
GDZ,64,16,bj,64,43.28
GDZ,64,16,bj,128,38.57
GDZ,64,32,sweep,1,127.05
GDZ,64,32,sweep,2,62.86
GDZ,64,32,sweep,4,32.71
GDZ,64,32,sweep,8,17.23
GDZ,64,32,sweep,16,10.47
GDZ,64,32,sweep,32,7.67
GDZ,64,32,sweep,64,5.85
GDZ,64,32,sweep,128,5.72
GDZ,64,32,bj,1,324.02
GDZ,64,32,bj,2,188.81
GDZ,64,32,bj,4,105.99
GDZ,64,32,bj,8,87.34
GDZ,64,32,bj,16,98.52
GDZ,64,32,bj,32,105.43
GDZ,64,32,bj,64,88.07
GDZ,64,32,bj,128,78.60
GDZ,128,8,sweep,1,127.74
GDZ,128,8,sweep,2,61.89
GDZ,128,8,sweep,4,32.65
GDZ,128,8,sweep,8,17.53
GDZ,128,8,sweep,16,9.95
GDZ,128,8,sweep,32,7.12
GDZ,128,8,sweep,64,4.88
GDZ,128,8,sweep,128,4.14
GDZ,128,8,bj,1,223.06
GDZ,128,8,bj,2,122.10
GDZ,128,8,bj,4,66.92
GDZ,128,8,bj,8,49.63
GDZ,128,8,bj,16,49.88
GDZ,128,8,bj,32,52.64
GDZ,128,8,bj,64,44.00
GDZ,128,8,bj,128,39.03
GDZ,128,16,sweep,1,128.90
GDZ,128,16,sweep,2,63.51
GDZ,128,16,sweep,4,32.86
GDZ,128,16,sweep,8,17.58
GDZ,128,16,sweep,16,9.99
GDZ,128,16,sweep,32,8.25
GDZ,128,16,sweep,64,6.23
GDZ,128,16,sweep,128,6.08
GDZ,128,16,bj,1,324.73
GDZ,128,16,bj,2,189.81
GDZ,128,16,bj,4,105.69
GDZ,128,16,bj,8,88.31
GDZ,128,16,bj,16,98.62
GDZ,128,16,bj,32,106.01
GDZ,128,16,bj,64,88.97
GDZ,128,16,bj,128,78.75
GDZ,128,32,sweep,1,130.61
GDZ,128,32,sweep,2,64.64
GDZ,128,32,sweep,4,32.89
GDZ,128,32,sweep,8,17.84
GDZ,128,32,sweep,16,10.38
GDZ,128,32,sweep,32,7.06
GDZ,128,32,sweep,64,4.37
GDZ,128,32,sweep,128,3.74
GDZ,128,32,bj,1,541.66
GDZ,128,32,bj,2,333.68
GDZ,128,32,bj,4,195.49
GDZ,128,32,bj,8,176.76
GDZ,128,32,bj,16,200.94
GDZ,128,32,bj,32,216.74
GDZ,128,32,bj,64,179.22
GDZ,128,32,bj,128,160.09
GZD,1,8,sweep,1,107.28
GZD,1,8,sweep,2,56.20
GZD,1,8,sweep,4,30.19
GZD,1,8,sweep,8,17.35
GZD,1,8,sweep,16,10.56
GZD,1,8,sweep,32,7.44
GZD,1,8,sweep,64,5.59
GZD,1,8,sweep,128,4.93
GZD,1,8,bj,1,108.09
GZD,1,8,bj,2,56.69
GZD,1,8,bj,4,29.61
GZD,1,8,bj,8,16.11
GZD,1,8,bj,16,9.18
GZD,1,8,bj,32,5.74
GZD,1,8,bj,64,3.73
GZD,1,8,bj,128,2.95
GZD,1,16,sweep,1,108.71
GZD,1,16,sweep,2,56.64
GZD,1,16,sweep,4,29.83
GZD,1,16,sweep,8,16.79
GZD,1,16,sweep,16,9.61
GZD,1,16,sweep,32,6.44
GZD,1,16,sweep,64,4.55
GZD,1,16,sweep,128,3.96
GZD,1,16,bj,1,110.30
GZD,1,16,bj,2,57.74
GZD,1,16,bj,4,30.50
GZD,1,16,bj,8,16.55
GZD,1,16,bj,16,9.33
GZD,1,16,bj,32,6.26
GZD,1,16,bj,64,4.15
GZD,1,16,bj,128,3.11
GZD,1,32,sweep,1,114.94
GZD,1,32,sweep,2,60.28
GZD,1,32,sweep,4,31.40
GZD,1,32,sweep,8,17.04
GZD,1,32,sweep,16,9.55
GZD,1,32,sweep,32,7.33
GZD,1,32,sweep,64,4.30
GZD,1,32,sweep,128,3.55
GZD,1,32,bj,1,118.23
GZD,1,32,bj,2,61.93
GZD,1,32,bj,4,33.43
GZD,1,32,bj,8,17.44
GZD,1,32,bj,16,10.21
GZD,1,32,bj,32,7.20
GZD,1,32,bj,64,4.84
GZD,1,32,bj,128,3.79
GZD,2,8,sweep,1,107.22
GZD,2,8,sweep,2,56.43
GZD,2,8,sweep,4,29.67
GZD,2,8,sweep,8,16.75
GZD,2,8,sweep,16,9.55
GZD,2,8,sweep,32,6.44
GZD,2,8,sweep,64,4.51
GZD,2,8,sweep,128,3.76
GZD,2,8,bj,1,109.17
GZD,2,8,bj,2,57.13
GZD,2,8,bj,4,30.02
GZD,2,8,bj,8,16.40
GZD,2,8,bj,16,9.28
GZD,2,8,bj,32,6.18
GZD,2,8,bj,64,4.06
GZD,2,8,bj,128,3.22
GZD,2,16,sweep,1,108.72
GZD,2,16,sweep,2,56.61
GZD,2,16,sweep,4,29.79
GZD,2,16,sweep,8,16.48
GZD,2,16,sweep,16,9.24
GZD,2,16,sweep,32,6.00
GZD,2,16,sweep,64,4.17
GZD,2,16,sweep,128,3.26
GZD,2,16,bj,1,112.42
GZD,2,16,bj,2,58.90
GZD,2,16,bj,4,31.02
GZD,2,16,bj,8,16.90
GZD,2,16,bj,16,9.87
GZD,2,16,bj,32,6.80
GZD,2,16,bj,64,4.62
GZD,2,16,bj,128,3.74
GZD,2,32,sweep,1,114.97
GZD,2,32,sweep,2,59.99
GZD,2,32,sweep,4,31.31
GZD,2,32,sweep,8,16.92
GZD,2,32,sweep,16,9.66
GZD,2,32,sweep,32,6.25
GZD,2,32,sweep,64,4.04
GZD,2,32,sweep,128,3.18
GZD,2,32,bj,1,122.49
GZD,2,32,bj,2,63.98
GZD,2,32,bj,4,33.50
GZD,2,32,bj,8,18.37
GZD,2,32,bj,16,11.38
GZD,2,32,bj,32,8.53
GZD,2,32,bj,64,5.93
GZD,2,32,bj,128,4.74
GZD,4,8,sweep,1,107.25
GZD,4,8,sweep,2,56.18
GZD,4,8,sweep,4,29.37
GZD,4,8,sweep,8,16.37
GZD,4,8,sweep,16,9.24
GZD,4,8,sweep,32,5.99
GZD,4,8,sweep,64,4.11
GZD,4,8,sweep,128,3.26
GZD,4,8,bj,1,110.69
GZD,4,8,bj,2,58.24
GZD,4,8,bj,4,30.53
GZD,4,8,bj,8,16.86
GZD,4,8,bj,16,9.84
GZD,4,8,bj,32,6.80
GZD,4,8,bj,64,4.56
GZD,4,8,bj,128,3.67
GZD,4,16,sweep,1,108.72
GZD,4,16,sweep,2,56.79
GZD,4,16,sweep,4,29.99
GZD,4,16,sweep,8,16.32
GZD,4,16,sweep,16,9.16
GZD,4,16,sweep,32,6.35
GZD,4,16,sweep,64,3.79
GZD,4,16,sweep,128,3.03
GZD,4,16,bj,1,115.35
GZD,4,16,bj,2,60.67
GZD,4,16,bj,4,32.33
GZD,4,16,bj,8,17.84
GZD,4,16,bj,16,11.17
GZD,4,16,bj,32,8.22
GZD,4,16,bj,64,5.66
GZD,4,16,bj,128,4.62
GZD,4,32,sweep,1,114.73
GZD,4,32,sweep,2,59.81
GZD,4,32,sweep,4,31.29
GZD,4,32,sweep,8,16.90
GZD,4,32,sweep,16,9.45
GZD,4,32,sweep,32,6.14
GZD,4,32,sweep,64,3.90
GZD,4,32,sweep,128,3.01
GZD,4,32,bj,1,129.80
GZD,4,32,bj,2,66.99
GZD,4,32,bj,4,35.19
GZD,4,32,bj,8,21.12
GZD,4,32,bj,16,14.27
GZD,4,32,bj,32,12.09
GZD,4,32,bj,64,8.00
GZD,4,32,bj,128,6.69
GZD,8,8,sweep,1,107.32
GZD,8,8,sweep,2,55.91
GZD,8,8,sweep,4,29.36
GZD,8,8,sweep,8,16.29
GZD,8,8,sweep,16,9.16
GZD,8,8,sweep,32,5.97
GZD,8,8,sweep,64,3.73
GZD,8,8,sweep,128,2.92
GZD,8,8,bj,1,114.89
GZD,8,8,bj,2,59.91
GZD,8,8,bj,4,31.26
GZD,8,8,bj,8,17.67
GZD,8,8,bj,16,11.01
GZD,8,8,bj,32,8.08
GZD,8,8,bj,64,5.68
GZD,8,8,bj,128,4.64
GZD,8,16,sweep,1,108.81
GZD,8,16,sweep,2,56.95
GZD,8,16,sweep,4,29.95
GZD,8,16,sweep,8,16.33
GZD,8,16,sweep,16,9.12
GZD,8,16,sweep,32,6.01
GZD,8,16,sweep,64,3.58
GZD,8,16,sweep,128,2.88
GZD,8,16,bj,1,122.65
GZD,8,16,bj,2,64.25
GZD,8,16,bj,4,33.71
GZD,8,16,bj,8,19.69
GZD,8,16,bj,16,14.45
GZD,8,16,bj,32,10.76
GZD,8,16,bj,64,7.80
GZD,8,16,bj,128,7.26
GZD,8,32,sweep,1,119.68
GZD,8,32,sweep,2,60.31
GZD,8,32,sweep,4,31.46
GZD,8,32,sweep,8,17.04
GZD,8,32,sweep,16,9.51
GZD,8,32,sweep,32,6.03
GZD,8,32,sweep,64,3.79
GZD,8,32,sweep,128,2.88
GZD,8,32,bj,1,139.49
GZD,8,32,bj,2,74.56
GZD,8,32,bj,4,39.25
GZD,8,32,bj,8,24.14
GZD,8,32,bj,16,18.73
GZD,8,32,bj,32,16.31
GZD,8,32,bj,64,12.51
GZD,8,32,bj,128,11.31
GZD,16,8,sweep,1,107.47
GZD,16,8,sweep,2,56.00
GZD,16,8,sweep,4,29.28
GZD,16,8,sweep,8,16.13
GZD,16,8,sweep,16,8.97
GZD,16,8,sweep,32,6.43
GZD,16,8,sweep,64,3.68
GZD,16,8,sweep,128,3.10
GZD,16,8,bj,1,121.00
GZD,16,8,bj,2,63.47
GZD,16,8,bj,4,33.37
GZD,16,8,bj,8,19.47
GZD,16,8,bj,16,13.23
GZD,16,8,bj,32,10.59
GZD,16,8,bj,64,7.78
GZD,16,8,bj,128,6.56
GZD,16,16,sweep,1,109.19
GZD,16,16,sweep,2,57.03
GZD,16,16,sweep,4,29.61
GZD,16,16,sweep,8,16.33
GZD,16,16,sweep,16,9.05
GZD,16,16,sweep,32,5.58
GZD,16,16,sweep,64,3.76
GZD,16,16,sweep,128,3.01
GZD,16,16,bj,1,132.12
GZD,16,16,bj,2,71.22
GZD,16,16,bj,4,37.86
GZD,16,16,bj,8,23.45
GZD,16,16,bj,16,18.13
GZD,16,16,bj,32,15.81
GZD,16,16,bj,64,12.61
GZD,16,16,bj,128,10.93
GZD,16,32,sweep,1,114.86
GZD,16,32,sweep,2,60.68
GZD,16,32,sweep,4,31.42
GZD,16,32,sweep,8,17.10
GZD,16,32,sweep,16,9.27
GZD,16,32,sweep,32,5.73
GZD,16,32,sweep,64,3.69
GZD,16,32,sweep,128,3.17
GZD,16,32,bj,1,162.19
GZD,16,32,bj,2,89.60
GZD,16,32,bj,4,48.22
GZD,16,32,bj,8,32.15
GZD,16,32,bj,16,29.07
GZD,16,32,bj,32,27.26
GZD,16,32,bj,64,22.41
GZD,16,32,bj,128,20.17
GZD,32,8,sweep,1,107.84
GZD,32,8,sweep,2,56.39
GZD,32,8,sweep,4,29.22
GZD,32,8,sweep,8,16.30
GZD,32,8,sweep,16,9.00
GZD,32,8,sweep,32,5.55
GZD,32,8,sweep,64,3.56
GZD,32,8,sweep,128,2.85
GZD,32,8,bj,1,131.28
GZD,32,8,bj,2,70.74
GZD,32,8,bj,4,38.29
GZD,32,8,bj,8,23.26
GZD,32,8,bj,16,18.12
GZD,32,8,bj,32,15.88
GZD,32,8,bj,64,12.53
GZD,32,8,bj,128,10.99
GZD,32,16,sweep,1,108.80
GZD,32,16,sweep,2,57.20
GZD,32,16,sweep,4,30.01
GZD,32,16,sweep,8,16.59
GZD,32,16,sweep,16,9.03
GZD,32,16,sweep,32,5.71
GZD,32,16,sweep,64,3.78
GZD,32,16,sweep,128,3.02
GZD,32,16,bj,1,156.31
GZD,32,16,bj,2,86.38
GZD,32,16,bj,4,46.48
GZD,32,16,bj,8,31.60
GZD,32,16,bj,16,28.17
GZD,32,16,bj,32,27.05
GZD,32,16,bj,64,22.71
GZD,32,16,bj,128,20.11
GZD,32,32,sweep,1,115.39
GZD,32,32,sweep,2,60.97
GZD,32,32,sweep,4,31.84
GZD,32,32,sweep,8,17.91
GZD,32,32,sweep,16,9.24
GZD,32,32,sweep,32,5.97
GZD,32,32,sweep,64,3.87
GZD,32,32,sweep,128,4.26
GZD,32,32,bj,1,210.08
GZD,32,32,bj,2,120.95
GZD,32,32,bj,4,66.23
GZD,32,32,bj,8,48.71
GZD,32,32,bj,16,49.32
GZD,32,32,bj,32,51.29
GZD,32,32,bj,64,43.29
GZD,32,32,bj,128,38.21
GZD,64,8,sweep,1,107.32
GZD,64,8,sweep,2,56.24
GZD,64,8,sweep,4,29.87
GZD,64,8,sweep,8,16.59
GZD,64,8,sweep,16,9.14
GZD,64,8,sweep,32,5.79
GZD,64,8,sweep,64,3.88
GZD,64,8,sweep,128,3.08
GZD,64,8,bj,1,153.74
GZD,64,8,bj,2,85.60
GZD,64,8,bj,4,46.15
GZD,64,8,bj,8,31.67
GZD,64,8,bj,16,28.40
GZD,64,8,bj,32,27.23
GZD,64,8,bj,64,22.68
GZD,64,8,bj,128,19.86
GZD,64,16,sweep,1,109.08
GZD,64,16,sweep,2,57.64
GZD,64,16,sweep,4,30.90
GZD,64,16,sweep,8,16.76
GZD,64,16,sweep,16,9.18
GZD,64,16,sweep,32,6.35
GZD,64,16,sweep,64,4.39
GZD,64,16,sweep,128,3.95
GZD,64,16,bj,1,204.16
GZD,64,16,bj,2,117.82
GZD,64,16,bj,4,64.90
GZD,64,16,bj,8,48.55
GZD,64,16,bj,16,49.54
GZD,64,16,bj,32,52.27
GZD,64,16,bj,64,43.50
GZD,64,16,bj,128,38.37
GZD,64,32,sweep,1,116.98
GZD,64,32,sweep,2,61.87
GZD,64,32,sweep,4,31.95
GZD,64,32,sweep,8,17.25
GZD,64,32,sweep,16,9.46
GZD,64,32,sweep,32,8.21
GZD,64,32,sweep,64,6.22
GZD,64,32,sweep,128,5.77
GZD,64,32,bj,1,312.22
GZD,64,32,bj,2,187.40
GZD,64,32,bj,4,105.73
GZD,64,32,bj,8,92.23
GZD,64,32,bj,16,97.48
GZD,64,32,bj,32,106.43
GZD,64,32,bj,64,89.25
GZD,64,32,bj,128,79.34
GZD,128,8,sweep,1,108.56
GZD,128,8,sweep,2,57.88
GZD,128,8,sweep,4,31.22
GZD,128,8,sweep,8,17.04
GZD,128,8,sweep,16,10.15
GZD,128,8,sweep,32,7.60
GZD,128,8,sweep,64,5.64
GZD,128,8,sweep,128,4.20
GZD,128,8,bj,1,203.81
GZD,128,8,bj,2,117.73
GZD,128,8,bj,4,65.77
GZD,128,8,bj,8,49.18
GZD,128,8,bj,16,50.53
GZD,128,8,bj,32,53.54
GZD,128,8,bj,64,43.71
GZD,128,8,bj,128,39.16
GZD,128,16,sweep,1,111.24
GZD,128,16,sweep,2,59.59
GZD,128,16,sweep,4,31.57
GZD,128,16,sweep,8,17.27
GZD,128,16,sweep,16,10.15
GZD,128,16,sweep,32,8.85
GZD,128,16,sweep,64,8.23
GZD,128,16,sweep,128,7.62
GZD,128,16,bj,1,308.11
GZD,128,16,bj,2,185.72
GZD,128,16,bj,4,104.89
GZD,128,16,bj,8,87.59
GZD,128,16,bj,16,98.16
GZD,128,16,bj,32,107.26
GZD,128,16,bj,64,89.07
GZD,128,16,bj,128,79.06
GZD,128,32,sweep,1,118.92
GZD,128,32,sweep,2,62.86
GZD,128,32,sweep,4,33.22
GZD,128,32,sweep,8,17.96
GZD,128,32,sweep,16,10.53
GZD,128,32,sweep,32,7.31
GZD,128,32,sweep,64,5.59
GZD,128,32,sweep,128,3.76
GZD,128,32,bj,1,521.94
GZD,128,32,bj,2,331.74
GZD,128,32,bj,4,196.03
GZD,128,32,bj,8,177.57
GZD,128,32,bj,16,201.07
GZD,128,32,bj,32,216.34
GZD,128,32,bj,64,179.14
GZD,128,32,bj,128,160.42
ZDG,1,8,sweep,1,87.90
ZDG,1,8,sweep,2,45.05
ZDG,1,8,sweep,4,24.25
ZDG,1,8,sweep,8,14.05
ZDG,1,8,sweep,16,8.75
ZDG,1,8,sweep,32,6.27
ZDG,1,8,sweep,64,5.18
ZDG,1,8,sweep,128,4.64
ZDG,1,8,bj,1,87.95
ZDG,1,8,bj,2,46.22
ZDG,1,8,bj,4,23.62
